FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202001","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.16","0.79","-0.94","-1.57","192.52","0","0","0.17","0.17","17.69","22.02","5.58","4.06","2.70","1.20","1.65","80.30","62.57","60.61","41.12","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202002","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.04","1.37","-7.37","-8.7","179.74","0","0","-2.21","-2.04","14.75","17.11","4.69","3.21","2.84","1.08","1.13","79.80","59.20","56.71","33.47","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202003","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.08","1.61","-7.19","-8.72","156.39","0","0","-8.01","-9.89","5","6.94","1.64","1.35","4.66","-0.12","0.07","77.60","48.45","51.55","30.25","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202004","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.08","0.07","-1.82","-1.81","161.49","0","0","4.38","-5.94","8.73","10.98","2.83","2.11","5.03","-0.36","0.30","78.40","51.29","55.34","31.63","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202005","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.08","0.11","-1.67","-1.7","161.06","0","0","0.79","-5.20","8.60","11.61","2.79","2.22","5.04","-0.24","0.34","79","53.40","58.54","32.68","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202006","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.07","0.31","-2.57","-2.81","157.80","0","0","-0.30","-5.48","8.51","13.33","2.76","2.53","4.96","-0.48","0.35","79.80","55.74","61.79","31.56","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202007","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.07","0.82","-3.61","-4.36","157.01","0","0","2.27","-3.34","9.32","14.71","3.01","2.78","5.03","-0.36","0.45","79.40","59.69","63.96","31.39","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202008","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.08","0.48","-2.51","-2.91","158.44","0","0","2.78","-0.65","12.05","18.51","3.87","3.45","5.14","-0.12","0.60","79.50","63.07","67.25","31.93","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202009","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.07","0.22","-1.72","-1.87","154.29","0","0","-1.44","-2.08","10.13","18.12","3.27","3.39","5.16","-0.24","0.52","79.80","63.37","67.82","34.60","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202010","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.07","0.52","-1.33","-1.78","152.80","0","0","0.18","-1.91","9.57","16.51","3.09","3.10","5.13","0","0.50","79.50","61.94","66.31","34.33","512227265","12/22/2020 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202011","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.06","0.05","-3.64","-3.63","155.47","0","0","4.12","2.14","13.45","21.63","4.30","3.99","5.41","0.12","0.69","79.50","64.63","65.96","37.65","512227265","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202001","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","4.31","2.26","0.17","2.22","565.56","0.53","0.27","0.18","0.18","18.36","25.39","5.78","4.63","4.06","1.08","1.22","85.10","206.21","201.02","116.31","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202002","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","3.06","5.01","0.46","-1.49","549.49","0.53","0.27","-2.55","-2.37","14.77","19.09","4.70","3.56","4.14","1.08","0.87","85","195.23","195.96","104.91","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202003","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","1.32","1.61","-4.52","-4.81","485.95","0.53","0.27","-10.66","-12.78","2.22","5.77","0.73","1.13","6.41","-0.12","-0.02","83.20","172.88","157.86","85.67","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202004","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","1.13","1.19","-1.21","-1.27","511.10","0.53","0.27","5.49","-7.99","6.79","10.94","2.21","2.10","6.85","-0.24","0.20","83.90","183.32","194.13","97.41","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202005","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","2.39","1.14","-2.67","-1.42","517.70","0.53","0.27","1.61","-6.51","7.44","12.11","2.42","2.31","6.87","0","0.26","83.90","187.34","207.19","108.43","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202006","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","-0.87","2.84","-12.47","-16.18","496.93","0.53","0.27","-0.89","-7.34","7.16","13.99","2.33","2.65","6.78","-0.12","0.25","83.80","186.35","182.28","108.45","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202007","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","1.05","1.87","-6.2","-7.02","502.38","0.53","0.27","2.56","-4.97","8.64","15.07","2.80","2.85","6.83","-0.12","0.34","84.50","190.93","217","113.55","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202008","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","1.67","2.21","-9.14","-9.68","505.45","0.53","0.27","2.61","-2.49","10.77","19.88","3.47","3.69","6.86","-0.12","0.46","84.20","193.31","219.07","114.21","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202009","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","-0.46","1.02","-6.26","-7.74","489.18","0.53","0.27","-1.65","-4.10","8.36","20.18","2.71","3.74","6.85","-0.12","0.40","83.60","186.30","182.68","108.66","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202010","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.82","1.87","-5.79","-6.84","484.27","0.53","0.27","0.45","-3.67","7.64","17.73","2.48","3.32","6.78","0","0.39","83.30","187.60","212.24","105.73","512245812","12/22/2020 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202011","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.99","3.7","-6.23","-8.94","500.01","0.53","0.27","5.17","1.31","12.45","24.23","3.99","4.43","7.11","0","0.58","83.50","200.14","221.87","116.99","512245812","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202001","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","2.08","-1.01","-3.09","190.01","0.97","","0.32","0.32","18.89","22.40","5.94","4.13","3.34","0.84","1.34","82.20","71.45","59.80","36.31","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202002","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","1.64","-1.39","-3.03","182.34","0.97","","-2.40","-2.09","15.50","17.05","4.92","3.20","3.47","0.84","0.95","82","67.27","57.19","33.22","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202003","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","1.23","-0.11","-1.34","164.34","0.97","","-9.05","-10.95","4.62","6.07","1.52","1.19","5.42","-0.24","0.05","81.10","53.89","49.35","31.35","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202004","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","1.51","-0.22","-1.73","170.01","0.97","","4.60","-6.85","8.60","10.39","2.79","2","5.78","-0.36","0.26","81.90","56.53","52.90","33.23","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202005","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","1.52","19.16","17.64","188.91","0.97","","0.83","-6.08","8.44","11.20","2.74","2.15","5.79","-0.24","0.30","83.50","63.13","58.69","37.23","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202006","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.01","0.82","-1.64","-2.45","185.23","0.97","","-0.58","-6.62","8.33","12.54","2.70","2.39","5.73","-0.48","0.29","83.70","65.20","63.79","37.62","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202007","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","1.89","0","-1.89","187.27","0.97","","2.21","-4.56","9.12","13.80","2.95","2.62","5.79","-0.48","0.38","83.50","69.36","66.05","36.48","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202008","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0.86","-0.53","-1.39","191.13","0.97","","2.90","-1.79","11.98","17.68","3.84","3.31","5.90","-0.24","0.51","83.30","73.30","69.40","38.59","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202009","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0.84","-0.19","-1.03","187.05","0.97","","-1.52","-3.29","10.05","17.12","3.24","3.21","5.92","-0.36","0.44","83.60","73.63","70.61","41.74","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202010","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0.65","0","-0.65","186.67","0.97","","0.22","-3.07","9.42","15.59","3.05","2.94","5.90","-0.12","0.43","83.70","73.71","70.16","41.44","512227265","12/22/2020 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202011","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.38","2.04","0","-1.66","192.43","0.97","","4.08","0.88","13.20","20.65","4.22","3.83","6.13","-0.24","0.60","83.90","77.88","71.38","45.09","512227265","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202001","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","8.8","11.49","-12.31","-15","4121.19","0.25","0","0.27","0.27","21.35","26.17","6.66","4.76","4.21","1.32","1.28","81.10","1658.11","1489.20","792.94","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202002","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","8.46","10.47","-16.39","-18.4","4013.80","0.25","0","-2.15","-1.89","18.02","20.01","5.68","3.72","4.21","1.32","0.97","80.50","1552.67","1394.41","734.36","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202003","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","12.73","15.29","-9.65","-12.21","3627.04","0.25","0","-9.33","-11.04","6.52","7.45","2.13","1.45","6","0.60","0.09","78.90","1407.81","1413.65","744.86","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202004","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","8.8","2.21","-0.18","6.41","3801.36","0.25","0","4.65","-6.90","10.46","11.68","3.37","2.23","6.33","0.48","0.29","79.10","1462.32","1485.20","806.39","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202005","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","7.2","4.25","-0.18","2.77","3852.95","0.25","0","1.30","-5.69","10.55","12.66","3.40","2.41","6.35","0.60","0.34","79.10","1484.10","1551.66","853.39","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202006","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","7.03","8.81","-9.57","-11.35","3831.69","0.25","0","-0.23","-5.91","10.82","15.31","3.48","2.89","6.23","0.60","0.37","79.70","1477.14","1610.30","835.70","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202007","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","9.53","33.21","-22.07","-45.75","3873.87","0.25","0","2.32","-3.73","11.75","16.29","3.77","3.06","6.28","0.72","0.45","79.50","1545.78","1625.60","859.93","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202008","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","10.27","12.82","-20.84","-23.39","3947.73","0.25","0","2.54","-1.28","14.14","21.36","4.51","3.95","6.29","0.84","0.58","79.20","1634.21","1597.09","858.52","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202009","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","6.92","11.69","-18.19","-22.96","3866.25","0.25","0","-1.46","-2.72","11.99","22.22","3.85","4.09","6.24","0.84","0.53","79.30","1561.49","1604.29","885.04","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202010","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","6.35","5.88","-31.6","-31.13","3850.57","0.25","0","0.42","-2.31","11.27","19.55","3.62","3.64","6.15","0.96","0.51","79.10","1578.52","1603.19","870.08","512244146","12/22/2020 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202011","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","10.08","13.93","-22.68","-26.53","4027.92","0.25","0","5.33","2.89","16.16","25.95","5.12","4.72","6.55","0.96","0.71","78.90","1797.93","1721.17","908.33","512244146","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202001","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","4","4.23","-3.12","-3.35","1360.03","0.54","0.31","0.18","0.18","13.12","16.08","4.19","3.03","2.73","0.12","1.23","87.10","267.24","295.10","189.10","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202002","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","3.32","5.52","2.21","0.01","1346.66","0.54","0.31","-0.94","-0.76","11.80","13.02","3.79","2.48","2.69","0.12","1.03","87.10","254.11","282.47","161.32","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202003","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","1.85","4.72","-31.24","-34.11","1216.18","0.54","0.31","-7.10","-7.81","3.72","4.58","1.22","0.90","4.23","-0.48","0.04","86.50","230.47","263.48","147.10","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202004","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","1.65","0.87","1.88","2.66","1265.98","0.54","0.31","3.93","-4.18","6.88","8.24","2.24","1.60","4.57","-0.48","0.27","86.50","252.43","278.15","165.49","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202005","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","0.53","1.34","2.99","2.18","1284.47","0.54","0.31","1.33","-2.91","7.53","9.64","2.45","1.86","4.60","-0.24","0.35","86.60","256.69","293.51","177.60","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202006","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","1.02","3.41","-2.64","-5.03","1271.81","0.54","0.31","-0.55","-3.44","7.49","11.53","2.44","2.21","4.48","-0.36","0.36","86.40","247.14","298.66","183.75","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202007","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","1.36","3.57","-13.36","-15.57","1276.23","0.54","0.31","1.61","-1.89","8.20","11.88","2.66","2.27","4.50","-0.36","0.43","85.70","254.38","303.91","175.64","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202008","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","1.4","3.78","-12.89","-15.27","1284.59","0.54","0.31","1.92","-0.01","9.95","14.58","3.21","2.76","4.55","-0.24","0.55","85.50","248.76","296.50","174.53","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202009","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","2.07","2.64","-3.45","-4.02","1266.67","0.54","0.31","-1.04","-1.05","8.73","14.83","2.83","2.80","4.54","-0.24","0.50","85.60","238.40","297.38","172.95","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202010","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","4.42","7.03","-5.62","-8.23","1255.39","0.54","0.31","0","-1.05","7.99","12.85","2.60","2.45","4.49","-0.24","0.46","85.50","243.06","300.43","171.92","513765347","12/22/2020 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202011","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","0.63","6.07","-17.97","-23.41","1266.20","0.54","0.31","2.70","1.63","10.32","16.20","3.33","3.05","4.62","-0.36","0.62","84.70","251.62","305.63","189.49","513765347","12/22/2020 12:00:00 AM"
"282","קרן השתלמות למורים בבתיה""ס העי""ס במכללות ובסמינרים (מקוצר)","קרנות השתלמות","ארגון המורים העל יסודיים","עגור חברה לניהול קופות גמל וקרנות השתלמות בע""מ","202001","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","4.53","5.75","-1.01","-2.23","467.32","0.20","","0.37","0.37","15.67","18.68","4.97","3.48","3.78","0.24","1.03","87.10","174.03","125.42","87.50","520024985","12/22/2020 12:00:00 AM"
"282","קרן השתלמות למורים בבתיה""ס העי""ס במכללות ובסמינרים (מקוצר)","קרנות השתלמות","ארגון המורים העל יסודיים","עגור חברה לניהול קופות גמל וקרנות השתלמות בע""מ","202002","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","5.7","4.45","-0.81","0.44","457.15","0.20","","-2.25","-1.89","12.20","13.27","3.91","2.52","3.82","0.24","0.71","86.70","160.86","115.59","80.92","520024985","12/22/2020 12:00:00 AM"
"282","קרן השתלמות למורים בבתיה""ס העי""ס במכללות ובסמינרים (מקוצר)","קרנות השתלמות","ארגון המורים העל יסודיים","עגור חברה לניהול קופות גמל וקרנות השתלמות בע""מ","202003","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","5.64","4.14","-0.57","0.93","415.79","0.20","","-9.17","-10.89","1.47","2.04","0.49","0.40","5.67","-0.60","-0.08","85.90","140.84","106.06","65.34","520024985","12/22/2020 12:00:00 AM"
